Gene	sgRNA	A375_CP0082_repA|beta	A375_CP0082_repA|z	A375_CP0082_repA|p-value	A375_CP0082_repA|fdr	A375_CP0082_repA|wald-p-value	A375_CP0082_repA|wald-fdr	A375_CP0082_repB|beta	A375_CP0082_repB|z	A375_CP0082_repB|p-value	A375_CP0082_repB|fdr	A375_CP0082_repB|wald-p-value	A375_CP0082_repB|wald-fdr
MOB3B	3	-0.12292	-0.78945	0.87519	0.9932	0.42985	0.64462	-0.043984	-0.2825	0.74828	0.98718	0.77756	0.86851
LYSMD1	3	-0.11045	-0.56532	0.85447	0.99296	0.57185	0.73498	-0.10354	-0.52997	0.84578	0.99232	0.59614	0.75457
NKG7	3	0.012201	0.089023	0.6462	0.97552	0.92906	0.96207	0.15999	1.1674	0.40638	0.911	0.24305	0.54863
SLAIN2	3	0.13012	0.43556	0.44746	0.92245	0.66316	0.79556	0.39017	1.3061	0.11871	0.58191	0.1915	0.53794
MLF1	3	0.11506	0.83368	0.47295	0.92985	0.40446	0.62695	-0.10561	-0.7652	0.84934	0.99286	0.44415	0.65019
CCDC43	3	0.020204	0.11259	0.6323	0.97433	0.91035	0.9516	-0.28575	-1.5924	0.8862	0.99542	0.1113	0.46149
VIT	3	-0.08468	-0.28566	0.81178	0.99031	0.77514	0.86689	-0.355	-1.1972	0.79837	0.98858	0.23122	0.54616
PPIP5K2	3	-1.0453	-2.4738	0.2494	0.784	0.01337	0.12262	-0.9083	-2.1513	0.32992	0.85459	0.031456	0.22028
HYCC1	3	0.17591	0.65707	0.37532	0.88614	0.51113	0.69641	0.044835	0.16747	0.59616	0.96669	0.867	0.92363
SPINK2	3	0.10301	0.49406	0.493	0.93651	0.62126	0.76805	-0.043199	-0.20719	0.74722	0.98718	0.83586	0.90532
NAP1L2	3	0.27992	0.87325	0.23193	0.76849	0.38253	0.61411	0.34656	1.0812	0.15948	0.66698	0.27959	0.56043
KMT2D	6	-0.40529	-2.0131	0.73893	0.98491	0.044108	0.2739	-0.37585	-1.8669	0.77515	0.98728	0.061915	0.33915
ANKH	3	-0.42704	-2.1466	0.71509	0.981	0.031825	0.2241	-0.099483	-0.50008	0.83874	0.99157	0.61702	0.76923
TRPA1	3	-0.20893	-0.77622	0.99412	0.99937	0.43762	0.64848	-0.34523	-1.2826	0.81027	0.98895	0.19964	0.54043
LUC7L	3	0.019216	0.10418	0.63417	0.97473	0.91702	0.95529	0.17081	0.92618	0.38825	0.89871	0.35435	0.59363
NRP2	3	-0.047229	-0.17831	0.74882	0.98491	0.85848	0.9198	-0.13148	-0.49635	0.89056	0.99542	0.61965	0.77093
AHCY	3	-2.8759	-4.2603	0.0057036	0.11786	2.0417e-05	0.00060449	-3.2461	-4.7943	0.00303	0.092643	1.6327e-06	8.197e-05
PDGFA	3	0.0027704	0.01148	0.66184	0.97589	0.99084	0.99596	0.074345	0.3081	0.54514	0.95734	0.758	0.85694
PSMC4	3	-2.7783	-3.7407	0.0068176	0.12833	0.00018349	0.0036501	-3.1346	-4.2166	0.0036539	0.10037	2.4796e-05	0.00072368
GLRX	3	-0.071524	-0.2207	0.79044	0.98885	0.82532	0.89999	-0.18285	-0.56409	0.9693	0.99823	0.57269	0.73843
KCNJ6	3	0.10226	0.38561	0.4943	0.93651	0.69978	0.81941	0.21398	0.80696	0.32163	0.84848	0.41969	0.63527
KCNJ6-AS1	3	0.10226	0.38561	0.4943	0.93651	0.69978	0.81941	0.21398	0.80696	0.32163	0.84848	0.41969	0.63527
ZNF566	3	-0.3009	-1.1118	0.86481	0.99296	0.26621	0.55986	-0.62673	-2.3152	0.53266	0.95224	0.020604	0.16438
CRABP2	3	-0.51192	-1.8958	0.62985	0.97416	0.057987	0.32274	-0.25358	-0.93914	0.93031	0.9968	0.34766	0.58933
FBXO28	3	-0.35348	-1.4636	0.79792	0.9901	0.14331	0.50625	-0.44776	-1.8539	0.69593	0.97826	0.063754	0.34501
TICAM2-AS1	2	0.10266	0.64114	0.49341	0.93651	0.52143	0.70214	0.041352	0.25826	0.60235	0.96907	0.79621	0.88031
NFIL3	3	-0.29235	-0.82416	0.87688	0.9932	0.40985	0.63031	-0.094231	-0.26568	0.83027	0.9908	0.79049	0.87688
GPR107	3	0.30431	1.4389	0.20301	0.73154	0.15018	0.51362	0.14892	0.70414	0.42336	0.91497	0.48134	0.67545
TIFA	3	0.62999	1.4212	0.016175	0.2079	0.15526	0.51755	0.33413	0.75376	0.17236	0.69257	0.45099	0.65412
SMG5	3	-2.5692	-3.7709	0.011006	0.17261	0.00016268	0.0033221	-2.8143	-4.1183	0.006372	0.12621	3.8171e-05	0.0010346
CALCA	3	0.43226	1.2739	0.087871	0.51484	0.2027	0.54282	0.32411	0.95516	0.1822	0.70585	0.3395	0.58512
DENND4B	3	-0.4247	-1.1492	0.71705	0.98101	0.25048	0.55363	-0.44444	-1.2026	0.69927	0.97885	0.22912	0.54594
ENSG00000275740	3	-0.85756	-2.1177	0.36062	0.87787	0.034196	0.23406	-0.68324	-1.6878	0.48583	0.94199	0.091457	0.42133
LOC127814297	3	-1.0798	-2.9	0.23242	0.76955	0.0037312	0.044802	-0.52291	-1.4047	0.62334	0.97226	0.1601	0.5213
RBM27	4	-0.88628	-2.7047	0.34302	0.86553	0.0068357	0.072877	-0.60649	-1.8516	0.55031	0.95777	0.06409	0.34591
LOC54439	3	-1.0798	-2.9	0.23242	0.76955	0.0037312	0.044802	-0.52291	-1.4047	0.62334	0.97226	0.1601	0.5213
CACNA1E	3	-0.086777	-0.41508	0.81557	0.99031	0.67808	0.80448	-0.12296	-0.58813	0.87711	0.99434	0.55644	0.72645
PSKH1	3	-0.19015	-0.54075	0.97852	0.99818	0.58868	0.74542	-0.055242	-0.15716	0.7654	0.98718	0.87512	0.92916
LEKR1	3	0.35868	1.4458	0.14927	0.66127	0.14822	0.51206	0.18982	0.76517	0.35821	0.87781	0.44417	0.65019
PCP2	3	0.47449	1.3301	0.061848	0.42773	0.1835	0.53543	0.38239	1.0719	0.12561	0.60094	0.28377	0.5619
RGS10	3	-0.3489	-1.7032	0.80354	0.99031	0.088538	0.41249	-0.17718	-0.86496	0.96088	0.99823	0.38706	0.61355
RSRC1	3	-0.17177	-0.77014	0.9513	0.99669	0.44122	0.6507	-0.19288	-0.8648	0.98507	0.99901	0.38715	0.61355
BMPR1A	3	-1.128	-2.6924	0.20983	0.74175	0.007093	0.075192	-0.94652	-2.2594	0.30563	0.83884	0.023856	0.18328
TOB2	3	0.36954	1.3161	0.13831	0.63855	0.18814	0.53677	-0.01979	-0.070473	0.70613	0.98052	0.94382	0.96934
F5	3	-0.031657	-0.1006	0.72297	0.9824	0.91987	0.95697	-0.33299	-1.0579	0.82457	0.98968	0.2901	0.56323
RGS9	3	0.20873	0.80243	0.32564	0.84927	0.42231	0.63904	0.36452	1.4013	0.14183	0.63293	0.16111	0.52184
CFAP68	3	0.23973	1.2625	0.28264	0.81714	0.20677	0.54493	0.19714	1.0382	0.34689	0.86708	0.29917	0.56648
MYL12B	4	-0.67518	-1.1677	0.49078	0.93651	0.24294	0.5534	-0.90496	-1.5642	0.33183	0.85647	0.11777	0.47124
MYL12BP1	1	-0.25804	-0.69988	0.92398	0.99604	0.484	0.67897	-0.35101	-0.95204	0.80287	0.98895	0.34108	0.5861
MYL12BP3	1	-0.25804	-0.69988	0.92398	0.99604	0.484	0.67897	-0.35101	-0.95204	0.80287	0.98895	0.34108	0.5861
AADACL2	3	0.06121	0.36416	0.56216	0.95597	0.71574	0.82985	0.066366	0.39483	0.5586	0.95777	0.69297	0.81687
WASHC2C	3	-0.0077794	-0.021274	0.68029	0.97772	0.98303	0.99194	-0.099566	-0.27227	0.83878	0.99157	0.78541	0.87345
KCNT2	3	-0.22913	-1.2911	0.96556	0.99716	0.19667	0.53908	0.01926	0.10855	0.6405	0.97289	0.91356	0.95246
ERGIC1	3	0.2001	0.7889	0.33954	0.86336	0.43017	0.64487	0.40936	1.6139	0.10351	0.54238	0.10654	0.45254
SLC16A9	3	0.22524	0.69986	0.30144	0.83118	0.48401	0.67897	0.46451	1.4434	0.070805	0.45632	0.14892	0.51267
PPP2R3C	3	-2.7681	-4.2614	0.0068621	0.12833	2.0315e-05	0.00060306	-2.5926	-3.9999	0.011274	0.17742	6.3368e-05	0.0015662
SHLD3	3	-0.56346	-1.6908	0.58132	0.95962	0.090871	0.41747	-0.57557	-1.7272	0.57553	0.96024	0.084135	0.40475
SANBR	3	0.032494	0.22629	0.61193	0.9706	0.82098	0.89664	0.038486	0.26802	0.60774	0.97013	0.78868	0.87548
SCX	3	0.4144	1.063	0.10021	0.54598	0.28776	0.56831	0.51267	1.3152	0.047233	0.38256	0.18845	0.53658
LOC112268119	3	0.082801	0.48052	0.52678	0.94758	0.63086	0.7747	0.032862	0.19071	0.61764	0.97197	0.84875	0.91275
TMEM200A	3	0.041631	0.2508	0.59652	0.96679	0.80197	0.88385	-0.18929	-1.1403	0.97941	0.99823	0.25414	0.55198
MYO9A	3	0.34866	1.2016	0.15841	0.67228	0.22953	0.55147	0.29724	1.0244	0.21005	0.73768	0.30567	0.56934
OGA	3	-0.62864	-2.0116	0.52821	0.94758	0.044262	0.27442	-0.44718	-1.4311	0.69642	0.97826	0.1524	0.5162
KCNB2	3	-0.27654	-1.0839	0.89965	0.99458	0.27843	0.56438	-0.32884	-1.2888	0.8301	0.9908	0.19746	0.53965
ALG11	6	-1.6324	-3.6822	0.070359	0.46228	0.00023121	0.0044236	-1.8431	-4.148	0.04701	0.38225	3.3536e-05	0.00093261
ENSG00000272896	3	-0.86026	-2.1077	0.35897	0.8768	0.035055	0.23797	-0.80237	-1.966	0.39983	0.90611	0.049301	0.29576
TMEM141	4	-0.80146	-2.4545	0.39912	0.89595	0.014109	0.12775	-0.76205	-2.3339	0.42808	0.91883	0.019603	0.1585
LRRIQ3	3	0.56954	1.2065	0.028028	0.28219	0.22764	0.55116	0.25414	0.53833	0.26589	0.8003	0.59035	0.75083
BLOC1S1	4	-0.6282	-2.3477	0.52852	0.94758	0.018892	0.15802	-0.55887	-2.0888	0.59023	0.96419	0.03673	0.24518
ENSG00000258311	3	-0.78165	-2.4151	0.41195	0.90424	0.01573	0.13793	-0.5433	-1.6791	0.60503	0.96937	0.093127	0.42523
FYB1	3	0.024436	0.16223	0.62561	0.97221	0.87113	0.92763	0.1909	1.2674	0.3563	0.87599	0.20501	0.54188
RBPMS	3	0.08857	0.73636	0.51653	0.94379	0.46151	0.66358	0.12615	1.0488	0.46034	0.92895	0.29426	0.56486
C4orf33	3	0.037163	0.34533	0.60445	0.96812	0.72985	0.8385	0.072659	0.67518	0.54839	0.95777	0.49956	0.68742
CDK6	3	-1.7251	-3.181	0.057749	0.41499	0.0014678	0.020639	-2.1565	-3.9732	0.026112	0.28025	7.0914e-05	0.0017284
WWP1	3	-0.31459	-0.99936	0.84667	0.99296	0.31762	0.58015	-0.33479	-1.0635	0.82274	0.98934	0.28755	0.5628
C14orf28	3	-0.16287	-0.91052	0.93708	0.99604	0.36255	0.60289	-0.016626	-0.092944	0.70119	0.98019	0.92595	0.95893
SERP1	3	0.16929	1.4872	0.38428	0.88875	0.13697	0.49855	0.011635	0.10221	0.65288	0.97289	0.91859	0.95515
OR4C46	3	-0.31995	-1.5034	0.84025	0.99268	0.13273	0.49243	-0.21138	-0.99347	0.98837	0.99901	0.32048	0.57695
TIMM8B	3	-0.068667	-0.33926	0.78518	0.98795	0.73441	0.84146	-0.25301	-1.2498	0.93098	0.9968	0.21136	0.54321
CFAP44	3	0.26101	0.7273	0.25381	0.78734	0.46704	0.66715	0.48555	1.3531	0.058595	0.4168	0.17603	0.53151
FAM181B	3	-0.27773	-0.77048	0.89809	0.99448	0.44102	0.65066	-0.36478	-1.0119	0.78732	0.98804	0.3116	0.57174
MAGEA10	3	0.36619	1.2628	0.14148	0.64338	0.20667	0.54493	0.27727	0.95614	0.23514	0.76489	0.339	0.58505
SUPT4H1	3	-1.9074	-2.9902	0.039524	0.33907	0.0027882	0.035015	-2.8315	-4.3986	0.0061492	0.12388	1.0897e-05	0.00037623
NME1-NME2	8	-0.57975	-2.6524	0.5688	0.95825	0.0079922	0.082578	-0.65003	-2.9738	0.51212	0.94899	0.0029412	0.036855
NME1	4	-0.34255	-1.8585	0.81143	0.99031	0.063099	0.33855	-0.2406	-1.3054	0.94738	0.99734	0.19176	0.53813
F2R	3	-0.26952	-1.1967	0.90928	0.99571	0.23143	0.55159	0.17571	0.78025	0.38089	0.89283	0.43524	0.64499
N4BP2L2	3	0.56035	1.3552	0.029899	0.29391	0.17536	0.53064	0.30589	0.73976	0.20038	0.72755	0.45945	0.66096
P2RY10	3	-0.054399	-0.4785	0.76072	0.9854	0.6323	0.77571	-0.015248	-0.13412	0.6986	0.97883	0.89331	0.94
IFT25	3	-0.38356	-1.3656	0.76312	0.98553	0.17208	0.52872	-0.47064	-1.6755	0.67187	0.97448	0.093827	0.4272
DIP2B	3	0.55487	1.3118	0.031325	0.30068	0.1896	0.53691	0.4145	0.97992	0.099902	0.53356	0.32713	0.57908
ATP1B4	3	-0.49762	-1.809	0.64326	0.97552	0.070447	0.36203	-0.44682	-1.6245	0.69673	0.97826	0.10427	0.44973
DYRK2	3	-0.99696	-2.2739	0.27547	0.81278	0.022973	0.18116	-0.96087	-2.1918	0.29601	0.82969	0.028396	0.20571
RYR2	3	-0.65796	-1.9508	0.50401	0.93914	0.051081	0.29948	-0.55438	-1.6441	0.59473	0.96641	0.10016	0.44167
FAP	3	-0.13278	-0.47932	0.89105	0.99448	0.63171	0.77541	0.020233	0.073059	0.63907	0.97289	0.94176	0.96834
FGF20	3	-0.13892	-0.74419	0.89992	0.99468	0.45676	0.66056	0.10931	0.58561	0.48735	0.9426	0.55814	0.72786
ZYG11B	3	-0.23743	-1.3601	0.95299	0.99681	0.17379	0.5297	-0.24652	-1.4122	0.93953	0.99684	0.15789	0.52019
NEMP1	3	-0.34271	-0.95847	0.8112	0.99031	0.33782	0.58974	-0.14276	-0.3995	0.90905	0.99668	0.68952	0.8145
ENSG00000274792	3	-0.046737	-0.090198	0.74797	0.98491	0.92813	0.96151	0.3798	0.73467	0.1282	0.60658	0.46254	0.66293
LOC102723532	3	-0.046737	-0.090198	0.74797	0.98491	0.92813	0.96151	0.3798	0.73467	0.1282	0.60658	0.46254	0.66293
OR4N4	3	-0.13631	-0.29293	0.89595	0.99448	0.76958	0.8635	0.30772	0.66287	0.19847	0.72628	0.50741	0.69291
OR4M2-OT1	3	-0.13631	-0.29293	0.89595	0.99448	0.76958	0.8635	0.30772	0.66287	0.19847	0.72628	0.50741	0.69291
OR4N4C	3	-0.191	-0.4575	0.97981	0.99823	0.64731	0.78589	0.099433	0.23858	0.50339	0.94724	0.81143	0.89013
CSTB	3	0.15399	1.1188	0.40888	0.90191	0.26321	0.55904	0.11815	0.85845	0.47393	0.93654	0.39065	0.61565
RNF103	3	-0.72883	-1.7483	0.45041	0.92269	0.080408	0.39084	-0.63258	-1.5182	0.52642	0.95224	0.12898	0.49001
C3orf38	3	-1.9605	-3.5357	0.03694	0.32923	0.00040669	0.0071082	-2.0419	-3.6823	0.032662	0.31352	0.00023115	0.0045345
GGH	3	-0.34278	-1.0681	0.81116	0.99031	0.28547	0.56743	-0.38207	-1.1905	0.76825	0.98718	0.23383	0.54716
UBE2D3	3	-3.0738	-4.6038	0.0038321	0.096346	4.1481e-06	0.00016895	-3.0616	-4.5877	0.0040103	0.10341	4.4818e-06	0.00018626
MAMDC2	3	-9.5597e-05	-0.00084038	0.66683	0.97597	0.99933	0.99955	0.020398	0.17931	0.63885	0.97289	0.85769	0.91837
UBE2D2	3	-0.473	-1.9284	0.66861	0.97597	0.053802	0.30966	-0.19833	-0.80857	0.99332	0.9991	0.41876	0.63452
UBE2D4	3	-0.14947	-0.5787	0.9169	0.99594	0.56279	0.72898	-0.29154	-1.1287	0.8767	0.99434	0.25901	0.55399
THBD	3	-0.11845	-0.49968	0.86828	0.99296	0.6173	0.76534	-0.055825	-0.23552	0.76646	0.98718	0.8138	0.89142
RAPGEF3	3	-0.095085	-0.3011	0.82862	0.99065	0.76334	0.85998	0.18763	0.59444	0.36151	0.88089	0.55222	0.72351
RRAD	3	-0.24491	-0.9396	0.94221	0.99604	0.34742	0.59386	-0.34954	-1.341	0.80492	0.98895	0.17993	0.53281
RAB11FIP4	3	0.093466	0.54694	0.50807	0.94084	0.58442	0.74292	-0.051795	-0.30309	0.76103	0.98718	0.76182	0.85927
RGS21	3	0.33763	1.0418	0.16835	0.68859	0.29749	0.57218	0.42666	1.3166	0.091257	0.51367	0.18797	0.53658
HRAS	3	-0.14464	-0.60376	0.90968	0.99581	0.546	0.71953	-0.098273	-0.41026	0.83691	0.99129	0.68162	0.80932
C4BPB	3	-0.25717	-1.0101	0.92527	0.99604	0.31243	0.57888	-0.3166	-1.2436	0.84364	0.99193	0.21366	0.54321
PADI1	3	-0.38389	-1.7624	0.7625	0.98553	0.077996	0.38416	-0.34727	-1.5943	0.80831	0.98895	0.11086	0.4611
GABRA5	3	0.17976	0.7832	0.36949	0.88297	0.43351	0.64632	0.066178	0.28832	0.55873	0.95777	0.7731	0.86643
LNPEP	3	-0.43734	-1.7174	0.70533	0.9794	0.085898	0.40601	-0.23036	-0.90469	0.96275	0.99823	0.36563	0.60082
IFNAR2	6	-0.091496	-0.43895	0.82256	0.99065	0.6607	0.79393	-0.10523	-0.50482	0.84841	0.99249	0.61368	0.76703
IFNAR2-IL10RB	9	-0.24337	-1.3888	0.94443	0.99639	0.16488	0.52595	-0.23556	-1.3443	0.95549	0.99796	0.17885	0.53236
GDAP2	3	-0.54247	-1.7279	0.60102	0.96691	0.083998	0.40108	-0.59689	-1.9013	0.55713	0.95777	0.057263	0.32417
GYPC	3	0.50993	1.2734	0.046564	0.37136	0.20287	0.54282	0.4711	1.1765	0.067552	0.44958	0.23941	0.54851
LETMD1	3	-0.45097	-2.5276	0.69156	0.97862	0.011484	0.10916	-0.041081	-0.23028	0.74378	0.98718	0.81788	0.8937
RNF187	3	-0.94668	-1.4469	0.30581	0.83441	0.14792	0.51206	-0.77029	-1.1786	0.42189	0.91488	0.23857	0.54839
KIF23	3	-2.4183	-3.303	0.014838	0.19916	0.00095651	0.014465	-2.4627	-3.3631	0.014749	0.20508	0.00077072	0.012224
SLC6A19	3	0.075008	0.35786	0.53872	0.951	0.72045	0.83289	-0.0026495	-0.012641	0.67793	0.97532	0.98991	0.99533
RHOB	3	-1.1024	-1.5541	0.22164	0.75673	0.12016	0.47519	-1.0922	-1.5404	0.22774	0.75711	0.12346	0.48203
LRRC39	3	-0.12997	-0.9494	0.88588	0.99386	0.34242	0.59144	0.025486	0.1862	0.63007	0.9725	0.85229	0.91447
GINM1	3	-0.23259	-1.1218	0.96003	0.9969	0.26194	0.5582	-0.032568	-0.1571	0.72828	0.9841	0.87517	0.92916
PDCL	3	-1.1066	-2.516	0.21994	0.75451	0.011868	0.11224	-1.0833	-2.4632	0.2326	0.76182	0.01377	0.12161
U2SURP	3	-4.6488	-6.6598	0.00093575	0.080882	2.7421e-11	1.2559e-08	-3.2005	-4.5929	0.0032083	0.095491	4.3721e-06	0.00018238
SMIM14	3	0.29663	1.5608	0.21228	0.74472	0.11857	0.47365	-0.16461	-0.86591	0.94091	0.99684	0.38654	0.61355
OR2F1	3	0.46839	1.2089	0.065057	0.43989	0.22669	0.55116	0.040153	0.10357	0.60485	0.96937	0.91751	0.95453
IQUB	3	-0.66901	-1.5542	0.4951	0.93651	0.12014	0.47519	-0.67915	-1.5778	0.48895	0.94349	0.11461	0.4673
RECQL5	2	-1.3065	-1.8448	0.14009	0.64047	0.065066	0.34471	-1.3561	-1.9148	0.12548	0.60055	0.05552	0.31745
MKLN1	3	-0.34675	-1.8681	0.80612	0.99031	0.061742	0.33437	-0.22769	-1.2267	0.96587	0.99823	0.21993	0.5448
TRMT11	3	-0.82859	-1.7583	0.38103	0.88875	0.078689	0.38634	-0.83319	-1.7682	0.37911	0.8914	0.077024	0.38421
AKR1C1	3	-0.16983	-0.48758	0.94827	0.99658	0.62585	0.77115	-0.10377	-0.29792	0.84618	0.99232	0.76576	0.86185
AKR1C3	3	-0.0065491	-0.038197	0.67784	0.97713	0.96953	0.98504	0.22102	1.2892	0.31214	0.84255	0.19733	0.53965
SLCO2A1	3	0.10786	0.53145	0.48583	0.93556	0.59511	0.75034	0.20271	0.99884	0.33794	0.86172	0.31787	0.57539
OR1N2	3	0.16801	0.83728	0.38628	0.88883	0.40244	0.62571	0.14054	0.70037	0.43726	0.92026	0.4837	0.67676
RAB2B	3	0.48925	1.1875	0.055432	0.40548	0.23502	0.55235	0.4681	1.1362	0.069156	0.45293	0.25588	0.55225
SVOPL	3	0.18678	0.62352	0.35906	0.87692	0.53294	0.71002	0.42025	1.403	0.095803	0.52439	0.16062	0.52174
AGO1	3	0.15885	0.59274	0.40126	0.89765	0.55335	0.72309	0.15768	0.58841	0.41057	0.91275	0.55626	0.72643
LOC124904411	3	-0.8429	-1.5951	0.37082	0.884	0.1107	0.4603	-1.2242	-2.3123	0.17106	0.69007	0.02076	0.16516
LOC100996318	1	-1.4169	-1.4452	0.1085	0.56632	0.14841	0.5124	-1.0301	-1.0507	0.25938	0.79384	0.29342	0.56449
CAMKK2	3	-0.38587	-1.3427	0.76005	0.98539	0.17936	0.5328	-0.3461	-1.2044	0.80938	0.98895	0.22845	0.54594
FAM83C	3	-0.89041	-2.6609	0.34052	0.86407	0.0077922	0.080922	-0.56056	-1.6752	0.58841	0.9631	0.093893	0.42723
ENSG00000286088	3	0.30944	1.1057	0.197	0.72397	0.26885	0.56097	0.1632	0.58314	0.40072	0.90611	0.5598	0.7289
CUZD1	6	0.26967	1.4157	0.24405	0.77968	0.15688	0.51881	0.093766	0.49221	0.51292	0.94899	0.62257	0.77264
CRIM1	3	-0.15793	-1.1268	0.92986	0.99604	0.25983	0.55724	-0.067198	-0.47945	0.78629	0.98804	0.63162	0.77854
NUDT21	3	-2.2398	-3.2556	0.021522	0.24419	0.0011316	0.016619	-1.984	-2.8971	0.036182	0.33292	0.003766	0.044717
MAEL	3	-0.16872	-0.94263	0.9464	0.99639	0.34587	0.593	-0.40436	-2.2588	0.74423	0.98718	0.023894	0.18341
EXOC4	3	-1.2152	-2.855	0.17325	0.69717	0.0043036	0.050224	-0.84792	-1.9926	0.36935	0.88473	0.046304	0.2854
PFKM	3	-0.2116	-0.9565	0.99038	0.99897	0.33882	0.59017	-0.10081	-0.45572	0.84141	0.99193	0.64859	0.78931
SHMT2	3	-0.78923	-1.8645	0.40665	0.9003	0.062245	0.33598	-0.67575	-1.5969	0.49158	0.94398	0.11029	0.46007
KPNA2	3	-0.1725	-0.80432	0.95223	0.99669	0.42121	0.63835	-0.34379	-1.6028	0.81205	0.98895	0.10897	0.45755
OR6M1	3	0.33889	1.3659	0.1671	0.68732	0.17196	0.52872	0.084552	0.34078	0.52856	0.95224	0.73327	0.84273
C19orf73	3	0.43996	0.77917	0.083014	0.50351	0.43588	0.64764	0.69844	1.237	0.007887	0.14437	0.21607	0.54454
CFAP57	3	-0.46853	-1.5452	0.67378	0.97622	0.12229	0.47847	-0.35633	-1.1755	0.79685	0.98858	0.23979	0.54851
GLIPR2	3	0.17201	0.77146	0.38085	0.88875	0.44043	0.65045	0.34221	1.535	0.16447	0.6765	0.12479	0.4842
TMEM102	3	0.24386	0.89624	0.27734	0.81422	0.37012	0.60643	0.20808	0.76473	0.32987	0.85459	0.44443	0.65022
LOC124904792	3	-0.9293	-1.7243	0.31695	0.84448	0.084648	0.40303	-1.1382	-2.1103	0.20676	0.73427	0.034829	0.23614
LOC124902420	3	0.63569	0.96343	0.015195	0.20071	0.33533	0.5885	0.76024	1.1522	0.0042331	0.10405	0.24924	0.55028
ZKSCAN5	3	-0.27936	-1.6534	0.89546	0.99448	0.098254	0.43551	-0.055531	-0.32866	0.76602	0.98718	0.74241	0.84859
FNBP1L	3	0.1198	0.6134	0.46444	0.92862	0.53961	0.71454	0.052259	0.26757	0.58194	0.96114	0.78903	0.87574
QRICH2	3	-0.1893	-0.9852	0.9775	0.99804	0.32453	0.58288	-0.067919	-0.35352	0.78759	0.98804	0.7237	0.8374
PJA2	3	-0.13015	-0.94384	0.88597	0.99386	0.34525	0.5929	-0.085459	-0.61978	0.81668	0.98905	0.53541	0.7125
LOC105369787	2	-0.30254	-1.2657	0.86209	0.99296	0.20563	0.54456	-0.28058	-1.1738	0.89319	0.99542	0.24047	0.54851
NEGR1	3	-0.12175	-0.43961	0.87336	0.99296	0.66022	0.79359	-0.3336	-1.2044	0.82395	0.98962	0.22844	0.54594
LRRK2	3	-0.44662	-1.5477	0.69642	0.97862	0.12169	0.4778	-0.39303	-1.3621	0.7559	0.98718	0.17318	0.53014
ETF1	3	-3.0592	-3.6836	0.0038767	0.096346	0.00022992	0.0044064	-3.6311	-4.3428	0.0020052	0.091362	1.4068e-05	0.00046498
PTCD3	3	-1.8592	-3.2894	0.043445	0.35806	0.0010038	0.014989	-1.9652	-3.4754	0.037385	0.3387	0.00051017	0.0085698
IGBP1C	3	-0.24278	-0.77943	0.94506	0.99639	0.43573	0.64754	-0.4405	-1.4141	0.70368	0.98052	0.15735	0.51965
DSTN	3	-1.0726	-2.5878	0.23469	0.7704	0.0096589	0.095829	-0.64913	-1.5677	0.51283	0.94899	0.11694	0.4699
GTF2H5	3	-0.42752	-1.4158	0.71478	0.981	0.15682	0.51873	-0.33746	-1.1177	0.81985	0.98916	0.26368	0.55522
LYRM7	3	-0.1439	-0.45697	0.90856	0.99566	0.64769	0.78606	-0.4661	-1.4797	0.67672	0.97523	0.13896	0.50352
ADGRL4	3	0.28264	1.2868	0.22841	0.76283	0.19818	0.54006	0.18445	0.8397	0.36708	0.88335	0.40108	0.62261
CDIPT	3	-2.9273	-3.9326	0.0050798	0.11015	8.4035e-05	0.0019382	-2.6012	-3.5169	0.011051	0.17527	0.00043664	0.0075728
NQO1	3	0.27852	1.0561	0.2338	0.77002	0.29092	0.56894	0.34418	1.3051	0.16237	0.67363	0.19187	0.5383
CCL15-CCL14	3	0.011416	0.038298	0.64731	0.97552	0.96945	0.98504	0.027394	0.091905	0.62717	0.97237	0.92677	0.95948
CCL15	3	0.011416	0.038298	0.64731	0.97552	0.96945	0.98504	0.027394	0.091905	0.62717	0.97237	0.92677	0.95948
HP	3	0.32302	1.1923	0.1822	0.70756	0.23315	0.55159	0.21638	0.79867	0.3182	0.84529	0.42448	0.63836
NETO1	3	0.11308	0.55372	0.47634	0.93045	0.57977	0.7402	0.075833	0.37132	0.54264	0.95591	0.7104	0.82867
OR5AK3P	3	0.015062	0.10403	0.64148	0.97552	0.91714	0.95533	0.061598	0.42545	0.56657	0.95922	0.67051	0.8027
OR4C5	3	-0.31411	-0.97259	0.84761	0.99296	0.33076	0.58693	-0.54624	-1.6908	0.60235	0.96907	0.090867	0.42095
LOC124900165	3	-0.49014	-0.92124	0.65128	0.97552	0.35693	0.60013	-0.53724	-1.0097	0.61042	0.97032	0.31262	0.57226
NHS	3	-0.19794	-1.2509	0.99029	0.99897	0.21097	0.54546	-0.26165	-1.6535	0.91863	0.99668	0.098225	0.43645
SYN1	3	0.22209	0.98533	0.30626	0.83471	0.32446	0.58282	0.31755	1.4089	0.18737	0.70951	0.15887	0.5206
SUSD1	3	-0.049361	-0.35217	0.75221	0.98491	0.72471	0.83555	0.17729	1.2649	0.37871	0.8914	0.20591	0.54188
ACOT13	3	-0.46682	-2.0219	0.67574	0.97643	0.043192	0.27068	-0.37377	-1.619	0.77743	0.98728	0.10545	0.45097
