,sgRNA,gene,z_scored_sgRNA_lfc
32192,Vienna_NTRK3_2-Vienna_NTRK3_5,NTRK3,-1.2812859304125013
32193,Vienna_NTRK3_3-Vienna_NTRK3_6,NTRK3,0.5175282491712216
32194,Vienna_NTS_1-Vienna_NTS_4,NTS,-0.8894146931117417
32195,Vienna_NTS_2-Vienna_NTS_5,NTS,-1.3908721749733228
32196,Vienna_NTS_3-Vienna_NTS_6,NTS,-0.7682452874021743
32197,Vienna_NTSR1_1-Vienna_NTSR1_4,NTSR1,0.5172919053341374
32198,Vienna_NTSR1_3-Vienna_NTSR1_6,NTSR1,-0.1630150263947577
32199,Vienna_NTSR2_1-Vienna_NTSR2_4,NTSR2,-0.9623739759818907
32200,Vienna_NTSR2_2-Vienna_NTSR2_5,NTSR2,-1.3250524539851725
32201,Vienna_NTSR2_3-Vienna_NTSR2_6,NTSR2,-1.6548542712366046
32202,Vienna_NUAK1_1-Vienna_NUAK1_4,NUAK1,-1.3735816988027116
32203,Vienna_NUAK1_2-Vienna_NUAK1_5,NUAK1,-3.171846502645638
32204,Vienna_NUAK1_3-Vienna_NUAK1_6,NUAK1,-0.7468468632120072
32205,Vienna_NUAK2_1-Vienna_NUAK2_4,NUAK2,-0.15167034087956408
32206,Vienna_NUAK2_2-Vienna_NUAK2_5,NUAK2,-0.7878176154185359
32207,Vienna_NUAK2_3-Vienna_NUAK2_6,NUAK2,-2.0532161848920523
32208,Vienna_NUB1_1-Vienna_NUB1_4,NUB1,-1.230172117216354
32209,Vienna_NUB1_2-Vienna_NUB1_5,NUB1,-2.918332875887616
32210,Vienna_NUB1_3-Vienna_NUB1_6,NUB1,-2.2597974735699413
32211,Vienna_NUBP1_1-Vienna_NUBP1_4,NUBP1,-8.862400925171373
32212,Vienna_NUBP1_2-Vienna_NUBP1_5,NUBP1,-7.9389446494056815
32213,Vienna_NUBP1_3-Vienna_NUBP1_6,NUBP1,-8.930699683706951
32214,Vienna_NUBP2_1-Vienna_NUBP2_4,NUBP2,-6.068459333857854
32215,Vienna_NUBP2_2-Vienna_NUBP2_5,NUBP2,-9.421592620900297
32216,Vienna_NUBP2_3-Vienna_NUBP2_6,NUBP2,-7.94531081198013
32217,Vienna_NUBPL_1-Vienna_NUBPL_4,NUBPL,-7.891529366167191
32218,Vienna_NUBPL_2-Vienna_NUBPL_5,NUBPL,-9.11479964091164
32219,Vienna_NUBPL_3-Vienna_NUBPL_6,NUBPL,-7.107728997392503
32220,Vienna_NUCB1_1-Vienna_NUCB1_4,NUCB1,-2.1986338323141212
32221,Vienna_NUCB1_2-Vienna_NUCB1_5,NUCB1,0.5996411172551677
32222,Vienna_NUCB1_3-Vienna_NUCB1_6,NUCB1,-4.597618586401939
32223,Vienna_NUCB2_1-Vienna_NUCB2_4,NUCB2,-1.894984502117731
32224,Vienna_NUCB2_2-Vienna_NUCB2_5,NUCB2,-1.3299252118899412
32225,Vienna_NUCB2_3-Vienna_NUCB2_6,NUCB2,-0.8088851715206165
32226,Vienna_NUCKS1_1-Vienna_NUCKS1_4,NUCKS1,-2.213087427669132
32227,Vienna_NUCKS1_2-Vienna_NUCKS1_5,NUCKS1,-5.562735158194179
32228,Vienna_NUCKS1_3-Vienna_NUCKS1_6,NUCKS1,-0.08024306513212011
32229,Vienna_NUDC_1-Vienna_NUDC_4,NUDC,-9.173667365088374
32230,Vienna_NUDC_2-Vienna_NUDC_5,NUDC,-8.827500226059025
32231,Vienna_NUDC_3-Vienna_NUDC_6,NUDC,-8.544023498267297
32232,Vienna_NUDCD1_1-Vienna_NUDCD1_4,NUDCD1,-2.976651713254828
32233,Vienna_NUDCD1_2-Vienna_NUDCD1_5,NUDCD1,-0.31715442565849195
32234,Vienna_NUDCD1_3-Vienna_NUDCD1_6,NUDCD1,-0.7397425919195233
32235,Vienna_NUDCD2_1-Vienna_NUDCD2_4,NUDCD2,-2.8552750685954487
32236,Vienna_NUDCD2_2-Vienna_NUDCD2_5,NUDCD2,-0.7751906626652199
32237,Vienna_NUDCD2_3-Vienna_NUDCD2_6,NUDCD2,-2.9512547707328647
32238,Vienna_NUDCD3_1-Vienna_NUDCD3_4,NUDCD3,-7.20424438345866
32239,Vienna_NUDCD3_2-Vienna_NUDCD3_5,NUDCD3,-9.245500124040621
32240,Vienna_NUDCD3_3-Vienna_NUDCD3_6,NUDCD3,-8.032051150597331
32241,Vienna_NUDT1_1-Vienna_NUDT1_4,NUDT1,-1.1062947682268607
32242,Vienna_NUDT1_2-Vienna_NUDT1_5,NUDT1,-0.08554646154546446
32243,Vienna_NUDT1_3-Vienna_NUDT1_6,NUDT1,-2.019020798345857
32244,Vienna_NUDT10_1-Vienna_NUDT10_4,NUDT10,-4.8156284092487756
32245,Vienna_NUDT10_3-Vienna_NUDT10_6,NUDT10,-0.49188684839855845
32246,Vienna_NUDT11_1-Vienna_NUDT11_4,NUDT10,-5.181454027930817
32247,Vienna_NUDT11_2-Vienna_NUDT11_5,NUDT11,-2.6508925663119642
32248,Vienna_NUDT11_3-Vienna_NUDT11_6,NUDT11,-0.5998819020135229
32249,Vienna_NUDT12_1-Vienna_NUDT12_4,NUDT12,-1.9529440110826506
32250,Vienna_NUDT12_2-Vienna_NUDT12_5,NUDT12,-0.16386900462241968
32251,Vienna_NUDT12_3-Vienna_NUDT12_6,NUDT12,-1.3993468789804597
32252,Vienna_NUDT13_1-Vienna_NUDT13_4,NUDT13,-1.922323047631597
32253,Vienna_NUDT13_2-Vienna_NUDT13_5,NUDT13,-1.7272734698428347
32254,Vienna_NUDT13_3-Vienna_NUDT13_6,NUDT13,-3.3832185693027994
32255,Vienna_NUDT14_1-Vienna_NUDT14_4,NUDT14,-1.949804900710878
32256,Vienna_NUDT14_2-Vienna_NUDT14_5,NUDT14,-4.792010916666089
32257,Vienna_NUDT14_3-Vienna_NUDT14_6,NUDT14,-2.673311496283875
32258,Vienna_NUDT15_1-Vienna_NUDT15_4,NUDT15,-2.9367325220674654
32259,Vienna_NUDT15_2-Vienna_NUDT15_5,NUDT15,-0.47619363369956536
32260,Vienna_NUDT15_3-Vienna_NUDT15_6,NUDT15,-4.143856471299773
32261,Vienna_NUDT16_1-Vienna_NUDT16_4,NUDT16,-0.43325905129239833
32262,Vienna_NUDT16_2-Vienna_NUDT16_5,NUDT16,0.7324247405263031
32263,Vienna_NUDT16_3-Vienna_NUDT16_6,NUDT16,-2.801694644281224
32264,Vienna_NUDT16L1_1-Vienna_NUDT16L1_4,NUDT16L1,-2.3336545404053206
32265,Vienna_NUDT16L1_2-Vienna_NUDT16L1_5,NUDT16L1,-4.248351092684826
32266,Vienna_NUDT16L1_3-Vienna_NUDT16L1_6,NUDT16L1,0.17020716751490672
32267,Vienna_NUDT17_1-Vienna_NUDT17_4,NUDT17,-1.0255769967417376
32268,Vienna_NUDT17_2-Vienna_NUDT17_5,NUDT17,-1.0501200989963573
32269,Vienna_NUDT17_3-Vienna_NUDT17_6,NUDT17,-1.357541294886113
32270,Vienna_NUDT18_1-Vienna_NUDT18_4,NUDT18,-2.298244139454012
32271,Vienna_NUDT18_2-Vienna_NUDT18_5,NUDT18,-1.3757031680410685
32272,Vienna_NUDT18_3-Vienna_NUDT18_6,NUDT18,-1.3724645490320107
32273,Vienna_NUDT19_1-Vienna_NUDT19_4,NUDT19,-2.4217811481789164
32274,Vienna_NUDT19_2-Vienna_NUDT19_5,NUDT19,-1.3546157057037367
32275,Vienna_NUDT19_3-Vienna_NUDT19_6,NUDT19,-1.9880850434443371
32276,Vienna_NUDT2_1-Vienna_NUDT2_4,NUDT2,-0.7979522507039977
32277,Vienna_NUDT2_2-Vienna_NUDT2_5,NUDT2,-1.1944906535295852
32278,Vienna_NUDT2_3-Vienna_NUDT2_6,NUDT2,-2.0700519343212
32279,Vienna_NUDT21_1-Vienna_NUDT21_4,NUDT21,-5.8322715541927455
32280,Vienna_NUDT21_2-Vienna_NUDT21_5,NUDT21,-7.432697076650166
32281,Vienna_NUDT21_3-Vienna_NUDT21_6,NUDT21,-7.275769572676953
32282,Vienna_NUDT22_1-Vienna_NUDT22_4,NUDT22,-3.6245951779039918
32283,Vienna_NUDT22_2-Vienna_NUDT22_5,NUDT22,-3.623744340313019
32284,Vienna_NUDT22_3-Vienna_NUDT22_6,NUDT22,-2.448881446574249
32285,Vienna_NUDT3_1-Vienna_NUDT3_4,NUDT3,-1.7668245097874282
32286,Vienna_NUDT3_2-Vienna_NUDT3_5,NUDT3,-2.221468165137159
32287,Vienna_NUDT3_3-Vienna_NUDT3_6,NUDT3,-0.2551757453257577
32288,Vienna_NUDT4_1-Vienna_NUDT4_4,NUDT4,-3.21734004695066
32289,Vienna_NUDT4_2-Vienna_NUDT4_5,NUDT4,-3.7384791255910033
32290,Vienna_NUDT4_3-Vienna_NUDT4_6,NUDT4,-7.540296928118921
32291,Vienna_NUDT5_1-Vienna_NUDT5_4,NUDT5,1.0826623642648512
32292,Vienna_NUDT5_2-Vienna_NUDT5_5,NUDT5,-1.2870131467188966
32293,Vienna_NUDT5_3-Vienna_NUDT5_6,NUDT5,-7.262211699041163
32294,Vienna_NUDT6_2-Vienna_NUDT6_5,NUDT6,-0.32850815933313354
32295,Vienna_NUDT6_3-Vienna_NUDT6_6,NUDT6,0.28231635338213434
32296,Vienna_NUDT7_1-Vienna_NUDT7_4,NUDT7,-2.909523821968924
32297,Vienna_NUDT7_2-Vienna_NUDT7_5,NUDT7,-0.6615509760864517
32298,Vienna_NUDT7_3-Vienna_NUDT7_6,NUDT7,-0.3472739187750245
32299,Vienna_NUDT8_1-Vienna_NUDT8_4,NUDT8,-2.140065247063106
32300,Vienna_NUDT8_2-Vienna_NUDT8_5,NUDT8,-1.1959358756567193
32301,Vienna_NUDT8_3-Vienna_NUDT8_6,NUDT8,-0.4479528288033392
32302,Vienna_NUDT9_1-Vienna_NUDT9_4,NUDT9,-6.761313232091149
32303,Vienna_NUDT9_2-Vienna_NUDT9_5,NUDT9,-0.49392521507228665
32304,Vienna_NUDT9_3-Vienna_NUDT9_6,NUDT9,-0.8683400391012349
32305,Vienna_NUF2_1-Vienna_NUF2_4,NUF2,-6.957995059784021
32306,Vienna_NUF2_2-Vienna_NUF2_5,NUF2,-8.446983475866185
32307,Vienna_NUF2_3-Vienna_NUF2_6,NUF2,-6.773623875811136
32308,Vienna_NUFIP1_1-Vienna_NUFIP1_4,NUFIP1,-7.207192331341476
32309,Vienna_NUFIP1_2-Vienna_NUFIP1_5,NUFIP1,-5.336098810570032
32310,Vienna_NUFIP1_3-Vienna_NUFIP1_6,NUFIP1,-3.206947458660378
32311,Vienna_NUFIP2_1-Vienna_NUFIP2_4,NUFIP2,-3.7390810340260234
32312,Vienna_NUFIP2_2-Vienna_NUFIP2_5,NUFIP2,-2.4948597620761874
32313,Vienna_NUFIP2_3-Vienna_NUFIP2_6,NUFIP2,-3.57324851118797
32314,Vienna_NUGGC_1-Vienna_NUGGC_4,NUGGC,-0.019883635896751056
32315,Vienna_NUGGC_2-Vienna_NUGGC_5,NUGGC,-0.9715723619115438
32316,Vienna_NUGGC_3-Vienna_NUGGC_6,NUGGC,-1.7075499139580232
32317,Vienna_NUMA1_1-Vienna_NUMA1_4,NUMA1,-7.165074443560712
32318,Vienna_NUMA1_2-Vienna_NUMA1_5,NUMA1,-10.708389652818209
32319,Vienna_NUMA1_3-Vienna_NUMA1_6,NUMA1,-3.1273368370635506
32320,Vienna_NUMB_1-Vienna_NUMB_4,NUMB,-1.9361099427345683
32321,Vienna_NUMB_2-Vienna_NUMB_5,NUMB,-2.4176228211287802
32322,Vienna_NUMB_3-Vienna_NUMB_6,NUMB,-1.956114788376199
32323,Vienna_NUMBL_1-Vienna_NUMBL_4,NUMBL,-0.053355316956154926
32324,Vienna_NUMBL_2-Vienna_NUMBL_5,NUMBL,-0.703237639944106
32325,Vienna_NUMBL_3-Vienna_NUMBL_6,NUMBL,-5.229124149417907
32326,Vienna_NUP107_1-Vienna_NUP107_4,NUP107,-8.01350510760542
32327,Vienna_NUP107_2-Vienna_NUP107_5,NUP107,-8.813394993746565
32328,Vienna_NUP107_3-Vienna_NUP107_6,NUP107,-8.463434802185272
32329,Vienna_NUP133_1-Vienna_NUP133_4,NUP133,-8.266989905937164
32330,Vienna_NUP133_2-Vienna_NUP133_5,NUP133,-7.486201008747379
32331,Vienna_NUP133_3-Vienna_NUP133_6,NUP133,-8.091473826645364
32332,Vienna_NUP153_1-Vienna_NUP153_4,NUP153,-7.407252376811446
32333,Vienna_NUP153_2-Vienna_NUP153_5,NUP153,-4.884556330740266
32334,Vienna_NUP153_3-Vienna_NUP153_6,NUP153,-5.715541858613909
32335,Vienna_NUP155_1-Vienna_NUP155_4,NUP155,-8.637251907801968
32336,Vienna_NUP155_2-Vienna_NUP155_5,NUP155,-8.430417340692088
32337,Vienna_NUP155_3-Vienna_NUP155_6,NUP155,-7.0489638668499515
32338,Vienna_NUP160_1-Vienna_NUP160_4,NUP160,-9.51814890697107
32339,Vienna_NUP160_2-Vienna_NUP160_5,NUP160,-9.139059969089903
32340,Vienna_NUP160_3-Vienna_NUP160_6,NUP160,-6.442117669525736
32341,Vienna_NUP188_1-Vienna_NUP188_4,NUP188,-3.8490762733515895
32342,Vienna_NUP188_2-Vienna_NUP188_5,NUP188,-3.492801181447332
32343,Vienna_NUP188_3-Vienna_NUP188_6,NUP188,-3.5502776874529896
32344,Vienna_NUP205_1-Vienna_NUP205_4,NUP205,-8.784930571983361
32345,Vienna_NUP205_2-Vienna_NUP205_5,NUP205,-8.35440489006196
32346,Vienna_NUP205_3-Vienna_NUP205_6,NUP205,-7.5074345637095075
32347,Vienna_NUP210_1-Vienna_NUP210_4,NUP210,-3.101251180776503
32348,Vienna_NUP210_2-Vienna_NUP210_5,NUP210,-1.30328898834864
32349,Vienna_NUP210_3-Vienna_NUP210_6,NUP210,-0.6502168588448464
32350,Vienna_NUP210L_2-Vienna_NUP210L_5,NUP210L,-0.8983212697099289
32351,Vienna_NUP210L_3-Vienna_NUP210L_6,NUP210L,-0.9222419655780157
32352,Vienna_NUP214_1-Vienna_NUP214_4,NUP214,-7.144633846550633
32353,Vienna_NUP214_2-Vienna_NUP214_5,NUP214,-7.457871928068672
32354,Vienna_NUP214_3-Vienna_NUP214_6,NUP214,-8.07222041421368
32355,Vienna_NUP35_1-Vienna_NUP35_4,NUP35,-4.4301335639082415
32356,Vienna_NUP35_2-Vienna_NUP35_5,NUP35,-1.203105284930874
32357,Vienna_NUP35_3-Vienna_NUP35_6,NUP35,-3.20831112282754
32358,Vienna_NUP37_1-Vienna_NUP37_4,NUP37,-0.814816330817736
32359,Vienna_NUP37_2-Vienna_NUP37_5,NUP37,-1.8610218591928396
32360,Vienna_NUP37_3-Vienna_NUP37_6,NUP37,-4.6315581115128115
32361,Vienna_NUP43_1-Vienna_NUP43_4,NUP43,-8.591095349563268
32362,Vienna_NUP43_2-Vienna_NUP43_5,NUP43,-7.432697076650166
32363,Vienna_NUP43_3-Vienna_NUP43_6,NUP43,-8.704846411741805
32364,Vienna_NUP50_1-Vienna_NUP50_4,NUP50,-4.609781762330217
32365,Vienna_NUP50_2-Vienna_NUP50_5,NUP50,-2.0975837221472458
32366,Vienna_NUP50_3-Vienna_NUP50_6,NUP50,-2.431688476589735
32367,Vienna_NUP54_1-Vienna_NUP54_4,NUP54,-7.107728997392503
32368,Vienna_NUP54_2-Vienna_NUP54_5,NUP54,-7.222859393871576
32369,Vienna_NUP54_3-Vienna_NUP54_6,NUP54,-7.806584920576679
32370,Vienna_NUP58_1-Vienna_NUP58_4,NUP58,-8.479772900030559
32371,Vienna_NUP58_2-Vienna_NUP58_5,NUP58,-3.429953270767448
32372,Vienna_NUP58_3-Vienna_NUP58_6,NUP58,-8.674823260916153
32373,Vienna_NUP62_1-Vienna_NUP62_4,NUP62,-7.567967185570971
32374,Vienna_NUP62_2-Vienna_NUP62_5,NUP62,-2.608574904975967
32375,Vienna_NUP62_3-Vienna_NUP62_6,NUP62,-10.533349124522923
32376,Vienna_NUP62CL_1-Vienna_NUP62CL_4,NUP62CL,-1.259453523229177
32377,Vienna_NUP62CL_2-Vienna_NUP62CL_5,NUP62CL,1.364540901141489
32378,Vienna_NUP62CL_3-Vienna_NUP62CL_6,NUP62CL,-1.0915033063411157
32379,Vienna_NUP85_1-Vienna_NUP85_4,NUP85,-9.502326474541247
32380,Vienna_NUP85_2-Vienna_NUP85_5,NUP85,-7.30265520454667
32381,Vienna_NUP85_3-Vienna_NUP85_6,NUP85,-6.554652294683222
32382,Vienna_NUP88_1-Vienna_NUP88_4,NUP88,-8.384695628734935
32383,Vienna_NUP88_2-Vienna_NUP88_5,NUP88,-7.117248251303851
32384,Vienna_NUP88_3-Vienna_NUP88_6,NUP88,-7.407252376811446
32385,Vienna_NUP93_1-Vienna_NUP93_4,NUP93,-9.11832934907802
32386,Vienna_NUP93_2-Vienna_NUP93_5,NUP93,-8.917196233136094
32387,Vienna_NUP93_3-Vienna_NUP93_6,NUP93,-8.575508215441731
32388,Vienna_NUP98_1-Vienna_NUP98_4,NUP98,-7.555983518483707
32389,Vienna_NUP98_2-Vienna_NUP98_5,NUP98,-7.626994527818248
32390,Vienna_NUP98_3-Vienna_NUP98_6,NUP98,-2.3125561611677536
32391,Vienna_NUPL2_2-Vienna_NUPL2_5,NUPL2,-2.6120150726441995
32392,Vienna_NUPL2_3-Vienna_NUPL2_6,NUPL2,-1.4727520007501511
32393,Vienna_NUPR1_1-Vienna_NUPR1_4,NUPR1,0.10383943341710779
32394,Vienna_NUPR1_2-Vienna_NUPR1_5,NUPR1,-2.94611049261934
32395,Vienna_NUPR1_3-Vienna_NUPR1_6,NUPR1,-0.609537707912308
32396,Vienna_NUPR2_1-Vienna_NUPR2_4,NUPR2,-9.136691125735597
32397,Vienna_NUPR2_2-Vienna_NUPR2_5,NUPR2,-6.284328015793143
32398,Vienna_NUPR2_3-Vienna_NUPR2_6,NUPR2,-7.0455405804382805
32399,Vienna_NUS1_1-Vienna_NUS1_4,NUS1,-7.275769572676953
32400,Vienna_NUS1_2-Vienna_NUS1_5,NUS1,-9.283382050371612
32401,Vienna_NUS1_3-Vienna_NUS1_6,NUS1,-7.207192331341476
32402,Vienna_NUSAP1_1-Vienna_NUSAP1_4,NUSAP1,-1.4490610941159006
32403,Vienna_NUSAP1_2-Vienna_NUSAP1_5,NUSAP1,-2.680210486980753
32404,Vienna_NUSAP1_3-Vienna_NUSAP1_6,NUSAP1,-2.548145181799584
32405,Vienna_NUTF2_1-Vienna_NUTF2_4,NUTF2,-7.7957499112987705
32406,Vienna_NUTF2_2-Vienna_NUTF2_5,NUTF2,-8.455223390588676
32407,Vienna_NUTF2_3-Vienna_NUTF2_6,NUTF2,-6.863400784193755
32408,Vienna_NUTM1_1-Vienna_NUTM1_4,NUTM1,0.0468507930810607
32409,Vienna_NUTM1_2-Vienna_NUTM1_5,NUTM1,-1.7035848918363066
32410,Vienna_NUTM1_3-Vienna_NUTM1_6,NUTM1,-1.0745928159326112
32411,Vienna_NUTM2A_1-Vienna_NUTM2A_4,NUTM2A,-2.2122903388770867
32412,Vienna_NUTM2A_2-Vienna_NUTM2A_5,NUTM2A,-5.271591176758656
32413,Vienna_NUTM2A_3-Vienna_NUTM2A_6,NUTM2A,-3.226362363563196
32414,Vienna_NUTM2B_1-Vienna_NUTM2B_4,NUTM2B,-0.36634055694358875
32415,Vienna_NUTM2B_2-Vienna_NUTM2B_5,NUTM2B,-7.350440426511311
32416,Vienna_NUTM2B_3-Vienna_NUTM2B_6,NUTM2B,-3.8128512976488644
32417,Vienna_NUTM2F_1-Vienna_NUTM2F_4,NUTM2F,-7.9249445954905395
32418,Vienna_NUTM2F_2-Vienna_NUTM2F_5,NUTM2F,-3.0457802742211104
32419,Vienna_NUTM2F_3-Vienna_NUTM2F_6,NUTM2F,-6.3584960591200765
32420,Vienna_NUTM2G_1-Vienna_NUTM2G_4,NUTM2F,-7.855095782916825
32421,Vienna_NUTM2G_2-Vienna_NUTM2G_5,NUTM2G,-3.6855007595506373
32422,Vienna_NUTM2G_3-Vienna_NUTM2G_6,NUTM2F,-3.924792880583477
32423,Vienna_NVL_1-Vienna_NVL_4,NVL,-9.11832934907802
32424,Vienna_NVL_2-Vienna_NVL_5,NVL,-8.689331221964586
32425,Vienna_NVL_3-Vienna_NVL_6,NVL,-7.355529848779961
32426,Vienna_NWD1_1-Vienna_NWD1_4,NWD1,-3.185432064211876
32427,Vienna_NWD1_2-Vienna_NWD1_5,NWD1,-4.583076460125202
32428,Vienna_NWD1_3-Vienna_NWD1_6,NWD1,-3.8992399612474786
32429,Vienna_NWD2_1-Vienna_NWD2_4,NWD2,-2.328824177204448
32430,Vienna_NWD2_2-Vienna_NWD2_5,NWD2,-3.0477921162233144
32431,Vienna_NWD2_3-Vienna_NWD2_6,NWD2,-1.0727302528026323
32432,Vienna_NXF1_1-Vienna_NXF1_4,NXF1,-8.033238683054456
32433,Vienna_NXF1_2-Vienna_NXF1_5,NXF1,-8.575508215441731
32434,Vienna_NXF1_3-Vienna_NXF1_6,NXF1,-7.04334544335663
32435,Vienna_NXF2B_1-Vienna_NXF2B_4,NXF2B,-6.228615926269926
32436,Vienna_NXF2B_2-Vienna_NXF2B_5,NXF2B,-2.8080284668257387
32437,Vienna_NXF2B_3-Vienna_NXF2B_6,NXF2B,-2.6129366040002555
32438,Vienna_NXF3_1-Vienna_NXF3_4,NXF3,-1.5578265350443026
32439,Vienna_NXF3_2-Vienna_NXF3_5,NXF3,-3.676539202056277
32440,Vienna_NXF3_3-Vienna_NXF3_6,NXF3,-1.732002126934411
32441,Vienna_NXF5_1-Vienna_NXF5_4,NXF5,-1.4415787117982881
32442,Vienna_NXF5_2-Vienna_NXF5_5,NXF5,-2.6969123226390135
32443,Vienna_NXF5_3-Vienna_NXF5_6,NXF5,-0.580551225424097
32444,Vienna_NXN_1-Vienna_NXN_4,NXN,-1.5309007964296848
32445,Vienna_NXN_2-Vienna_NXN_5,NXN,-0.7540199073591989
32446,Vienna_NXN_3-Vienna_NXN_6,NXN,-3.424415732211447
32447,Vienna_NXNL1_1-Vienna_NXNL1_4,NXNL1,-2.6401636867009306
32448,Vienna_NXNL1_2-Vienna_NXNL1_5,NXNL1,-0.5328452062959498
32449,Vienna_NXNL1_3-Vienna_NXNL1_6,NXNL1,-4.281807267036879
32450,Vienna_NXNL2_1-Vienna_NXNL2_4,NXNL2,-9.949555903454574
32451,Vienna_NXNL2_2-Vienna_NXNL2_5,NXNL2,0.24366171467089173
32452,Vienna_NXNL2_3-Vienna_NXNL2_6,NXNL2,-0.00830232395752011
32453,Vienna_NXPE1_1-Vienna_NXPE1_4,NXPE1,-0.6706236923276332
32454,Vienna_NXPE1_2-Vienna_NXPE1_5,NXPE1,-3.1163872518695297
32455,Vienna_NXPE1_3-Vienna_NXPE1_6,NXPE1,-0.8978420259611326
32456,Vienna_NXPE2_1-Vienna_NXPE2_4,NXPE2,-0.6188144032438699
32457,Vienna_NXPE2_2-Vienna_NXPE2_5,NXPE2,-2.3565611729533207
32458,Vienna_NXPE2_3-Vienna_NXPE2_6,NXPE2,-1.465084900955481
32459,Vienna_NXPE3_1-Vienna_NXPE3_4,NXPE3,-1.503992022632824
32460,Vienna_NXPE3_2-Vienna_NXPE3_5,NXPE3,-0.5166004661935303
32461,Vienna_NXPE3_3-Vienna_NXPE3_6,NXPE3,-1.9000927006396529
32462,Vienna_NXPE4_1-Vienna_NXPE4_4,NXPE4,-1.8838430929780514
32463,Vienna_NXPE4_2-Vienna_NXPE4_5,NXPE4,-2.5282372885428477
32464,Vienna_NXPE4_3-Vienna_NXPE4_6,NXPE4,-1.2211031168927275
32465,Vienna_NXPH1_1-Vienna_NXPH1_4,NXPH1,-1.7642976035642661
32466,Vienna_NXPH1_2-Vienna_NXPH1_5,NXPH1,-0.6897465226393765
32467,Vienna_NXPH1_3-Vienna_NXPH1_6,NXPH1,-1.2404951685700156
32468,Vienna_NXPH2_1-Vienna_NXPH2_4,NXPH2,-1.386108027040532
32469,Vienna_NXPH2_2-Vienna_NXPH2_5,NXPH2,-0.2621851048758007
32470,Vienna_NXPH2_3-Vienna_NXPH2_6,NXPH2,0.9476422858986199
32471,Vienna_NXPH3_1-Vienna_NXPH3_4,NXPH3,-0.9556037538083891
32472,Vienna_NXPH3_2-Vienna_NXPH3_5,NXPH3,-1.9626017473191302
32473,Vienna_NXPH3_3-Vienna_NXPH3_6,NXPH3,-8.479772900030559
32474,Vienna_NXPH4_1-Vienna_NXPH4_4,NXPH4,-0.294425365547108
32475,Vienna_NXPH4_2-Vienna_NXPH4_5,NXPH4,-1.730062547510149
32476,Vienna_NXPH4_3-Vienna_NXPH4_6,NXPH4,-1.746317460934009
32477,Vienna_NXT1_2-Vienna_NXT1_5,NXT1,-0.8944113916873978
32478,Vienna_NXT1_3-Vienna_NXT1_6,NXT1,-0.4551789844482408
32479,Vienna_NXT2_1-Vienna_NXT2_4,NXT2,-1.3208484989547822
32480,Vienna_NXT2_2-Vienna_NXT2_5,NXT2,-0.4320958968819745
32481,Vienna_NXT2_3-Vienna_NXT2_6,NXT2,-0.2690954751120271
32482,Vienna_NYAP1_1-Vienna_NYAP1_4,NYAP1,-1.5987700168387404
32483,Vienna_NYAP1_2-Vienna_NYAP1_5,NYAP1,-5.715315137640661
32484,Vienna_NYAP2_1-Vienna_NYAP2_4,NYAP2,-3.3992440720388055
32485,Vienna_NYAP2_2-Vienna_NYAP2_5,NYAP2,-1.3485589469154975
32486,Vienna_NYAP2_3-Vienna_NYAP2_6,NYAP2,-1.6816355786025117
32487,Vienna_NYNRIN_1-Vienna_NYNRIN_4,NYNRIN,-0.3589984929055662
32488,Vienna_NYNRIN_2-Vienna_NYNRIN_5,NYNRIN,-2.372277257740447
32489,Vienna_NYNRIN_3-Vienna_NYNRIN_6,NYNRIN,-0.22861674015076966
32490,Vienna_NYX_1-Vienna_NYX_4,NYX,-5.461199191654241
32491,Vienna_NYX_2-Vienna_NYX_5,NYX,-0.2305483524126539
32492,Vienna_NYX_3-Vienna_NYX_6,NYX,-1.1293255780859552
32493,Vienna_OAF_1-Vienna_OAF_4,OAF,-0.950195657112275
32494,Vienna_OAF_2-Vienna_OAF_5,OAF,-2.038129704572919
32495,Vienna_OAF_3-Vienna_OAF_6,OAF,-0.3721563570715172
32496,Vienna_OARD1_1-Vienna_OARD1_4,OARD1,-1.9987210377624558
32497,Vienna_OARD1_2-Vienna_OARD1_5,OARD1,-1.8718910521590342
32498,Vienna_OARD1_3-Vienna_OARD1_6,OARD1,-0.9735762452379331
32499,Vienna_OAS1_1-Vienna_OAS1_4,OAS1,-1.9573110050093392
32500,Vienna_OAS1_2-Vienna_OAS1_5,OAS1,-2.199569531249059
32501,Vienna_OAS1_3-Vienna_OAS1_6,OAS1,0.015732043006663365
32502,Vienna_OAS2_1-Vienna_OAS2_4,OAS2,-2.1291414686694194
32503,Vienna_OAS2_2-Vienna_OAS2_5,OAS2,-1.2520186970933984
32504,Vienna_OAS2_3-Vienna_OAS2_6,OAS2,-0.73627423007539
32505,Vienna_OAS3_1-Vienna_OAS3_4,OAS3,-1.8182583677647062
32506,Vienna_OAS3_2-Vienna_OAS3_5,OAS3,-1.0779362516716677
32507,Vienna_OAS3_3-Vienna_OAS3_6,OAS3,-0.22951568599206287
32508,Vienna_OASL_1-Vienna_OASL_4,OASL,-1.577355953842658
32509,Vienna_OASL_2-Vienna_OASL_5,OASL,-1.4558186568996037
32510,Vienna_OASL_3-Vienna_OASL_6,OASL,-0.6723912229652835
32511,Vienna_OAT_1-Vienna_OAT_4,OAT,-7.282759522586045
32512,Vienna_OAT_2-Vienna_OAT_5,OAT,-0.7970069446233636
