sgRNA	gene	vienna_v1_single_top3	TECHDEV0012_Vienna_01_01_17	TECHDEV0012_Vienna_01_01_16
Vienna-ACSL1-3	ACSL1	30	246	151
Vienna-ACSL3-1	ACSL3	35	48	35
Vienna-ACSL3-2	ACSL3	84	43	42
Vienna-ACSL3-3	ACSL3	78	36	65
Vienna-ACSL4-1	ACSL4	66	10	0
Vienna-ACSL4-2	ACSL4	71	1	76
Vienna-ACSL4-3	ACSL4	103	107	80
Vienna-ACSL5-1	ACSL5	43	484	250
Vienna-ACSL5-2	ACSL5	55	322	391
Vienna-ACSL5-3	ACSL5	56	313	368
Vienna-ACSL6-1	ACSL6	35	540	177
Vienna-ACSL6-2	ACSL6	68	676	575
Vienna-ACSL6-3	ACSL6	78	656	405
Vienna-ACSM1-1	ACSM1	83	847	765
Vienna-ACSM1-2	ACSM1	87	228	207
Vienna-ACSM1-3	ACSM1	91	335	201
Vienna-ACSM2A-1	ACSM2A	89	664	748
Vienna-ACSM2A-2	ACSM2A	53	239	106
Vienna-ACSM2A-3	ACSM2A	64	653	479
Vienna-ACSM2B-1	ACSM2B	113	1409	873
Vienna-ACSM2B-2	ACSM2B	120	1089	897
Vienna-ACSM2B-3	ACSM2B	45	526	411
Vienna-ACSM3-1	ACSM3	80	408	205
Vienna-ACSM3-2	ACSM3	46	644	1347
Vienna-ACSM3-3	ACSM3	79	1	0
Vienna-ACSM4-1	ACSM4	120	11	1
Vienna-ACSM4-2	ACSM4	43	205	169
Vienna-ACSM4-3	ACSM4	49	148	304
Vienna-ACSM5-1	ACSM5	102	79	76
Vienna-ACSM5-2	ACSM5	84	208	341
Vienna-ACSM5-3	ACSM5	56	224	60
Vienna-ACSM6-1	ACSM6	140	911	1323
Vienna-ACSM6-2	ACSM6	141	776	1332
Vienna-ACSM6-3	ACSM6	65	421	332
Vienna-ACSS1-1	ACSS1	77	58	42
Vienna-ACSS1-2	ACSS1	143	970	903
Vienna-ACSS1-3	ACSS1	181	1786	1334
Vienna-ACSS2-1	ACSS2	148	249	215
Vienna-ACSS2-2	ACSS2	110	474	486
Vienna-ACSS2-3	ACSS2	55	341	175
Vienna-ACSS3-1	ACSS3	64	235	226
Vienna-ACSS3-2	ACSS3	67	632	617
Vienna-ACSS3-3	ACSS3	16	0	2
Vienna-ACTA1-1	ACTA1	60	180	273
Vienna-ACTA1-2	ACTA1	94	842	611
Vienna-ACTA1-3	ACTA1	97	564	616
Vienna-ACTA2-1	ACTA2	89	278	165
Vienna-ACTA2-2	ACTA2	69	579	476
Vienna-ACTA2-3	ACTA2	103	458	347
Vienna-ACTB-1	ACTB	77	31	16
Vienna-ACTB-2	ACTB	64	11	2
Vienna-ACTB-3	ACTB	116	0	0
Vienna-ACTBL2-1	ACTBL2	88	648	533
Vienna-ACTBL2-2	ACTBL2	45	421	538
Vienna-ACTBL2-3	ACTBL2	102	153	37
Vienna-ACTC1-1	ACTC1	62	472	628
Vienna-ACTC1-2	ACTC1	52	247	267
Vienna-ACTC1-3	ACTC1	89	555	516
Vienna-ACTG1-1	ACTG1	153	26	39
Vienna-ACTG1-2	ACTG1	90	285	134
Vienna-ACTG1-3	ACTG1	116	225	111
Vienna-ACTG2-1	ACTG2	54	221	183
Vienna-ACTG2-2	ACTG2	74	571	422
Vienna-ACTG2-3	ACTG2	45	459	159
Vienna-ACTL10-1	ACTL10	150	93	67
Vienna-ACTL10-2	ACTL10	137	264	274
Vienna-ACTL10-3	ACTL10	114	718	620
Vienna-ACTL6A-1	ACTL6A	69	12	10
Vienna-ACTL6A-2	ACTL6A	70	202	86
Vienna-ACTL6A-3	ACTL6A	64	0	2
Vienna-ACTL6B-1	ACTL6B	44	244	146
Vienna-ACTL6B-2	ACTL6B	59	322	408
Vienna-ACTL6B-3	ACTL6B	115	1054	854
Vienna-ACTL7A-1	ACTL7A	81	396	378
Vienna-ACTL7A-2	ACTL7A	70	392	665
Vienna-ACTL7A-3	ACTL7A	71	415	463
Vienna-ACTL7B-1	ACTL7B	78	606	401
Vienna-ACTL7B-2	ACTL7B	109	1201	800
Vienna-ACTL7B-3	ACTL7B	82	737	407
Vienna-ACTL8-1	ACTL8	121	1220	856
Vienna-ACTL8-2	ACTL8	94	591	416
Vienna-ACTL8-3	ACTL8	170	706	972
Vienna-ACTL9-1	ACTL9	91	599	383
Vienna-ACTL9-2	ACTL9	135	670	796
Vienna-ACTL9-3	ACTL9	102	635	363
Vienna-ACTN1-1	ACTN1	51	579	338
Vienna-ACTN1-2	ACTN1	177	2178	1732
Vienna-ACTN1-3	ACTN1	111	689	648
Vienna-ACTN2-1	ACTN2	77	177	146
Vienna-ACTN2-2	ACTN2	55	218	211
Vienna-ACTN2-3	ACTN2	53	189	120
Vienna-ACTN3-1	ACTN3	89	386	271
Vienna-ACTN3-2	ACTN3	65	596	198
Vienna-ACTN3-3	ACTN3	124	59	125
Vienna-ACTN4-1	ACTN4	57	468	397
Vienna-ACTN4-2	ACTN4	108	223	299
Vienna-ACTN4-3	ACTN4	54	507	288
Vienna-ACTR10-1	ACTR10	89	0	0
Vienna-ACTR10-2	ACTR10	67	14	4
Vienna-ACTR10-3	ACTR10	75	632	577
Vienna-ACTR1A-1	ACTR1A	79	575	279
Vienna-ACTR1A-2	ACTR1A	64	358	266
Vienna-ACTR1A-3	ACTR1A	73	274	266
Vienna-ACTR1B-1	ACTR1B	62	259	358
Vienna-ACTR1B-2	ACTR1B	101	535	610
Vienna-ACTR1B-3	ACTR1B	61	904	466
Vienna-ACTR2-1	ACTR2	84	151	145
Vienna-ACTR2-2	ACTR2	71	0	0
Vienna-ACTR2-3	ACTR2	58	68	20
Vienna-ACTR3-1	ACTR3	19	1	93
Vienna-ACTR3-2	ACTR3	55	60	168
Vienna-ACTR3-3	ACTR3	33	58	157
Vienna-ACTR3B-1	ACTR3B	100	468	238
Vienna-ACTR3B-2	ACTR3B	60	1040	667
Vienna-ACTR3B-3	ACTR3B	89	883	860
Vienna-ACTR3C-1	ACTR3C	44	141	113
Vienna-ACTR3C-2	ACTR3C	37	241	203
Vienna-ACTR3C-3	ACTR3C	97	626	406
Vienna-ACTR5-1	ACTR5	97	370	323
Vienna-ACTR5-2	ACTR5	52	217	296
Vienna-ACTR5-3	ACTR5	27	642	419
Vienna-ACTR6-1	ACTR6	43	250	102
Vienna-ACTR6-2	ACTR6	87	0	0
Vienna-ACTR6-3	ACTR6	99	0	0
Vienna-ACTR8-1	ACTR8	60	2	1
Vienna-ACTR8-2	ACTR8	74	4	0
Vienna-ACTR8-3	ACTR8	102	1	0
Vienna-ACTRT1-1	ACTRT1	119	547	549
Vienna-ACTRT1-2	ACTRT1	67	418	450
Vienna-ACTRT1-3	ACTRT1	79	314	450
Vienna-ACTRT2-1	ACTRT2	72	385	233
Vienna-ACTRT2-2	ACTRT2	136	2123	1945
Vienna-ACTRT2-3	ACTRT2	129	1151	783
Vienna-ACTRT3-1	ACTRT3	53	256	272
Vienna-ACTRT3-2	ACTRT3	86	786	532
Vienna-ACTRT3-3	ACTRT3	95	393	500
Vienna-ACVR1-1	ACVR1	33	212	193
Vienna-ACVR1-2	ACVR1	63	267	188
Vienna-ACVR1-3	ACVR1	108	121	107
Vienna-ACVR1B-1	ACVR1B	54	222	254
Vienna-ACVR1B-2	ACVR1B	85	709	343
Vienna-ACVR1B-3	ACVR1B	68	604	359
Vienna-ACVR1C-1	ACVR1C	118	230	198
Vienna-ACVR1C-2	ACVR1C	63	761	206
Vienna-ACVR1C-3	ACVR1C	74	306	113
Vienna-ACVR2A-1	ACVR2A	89	1063	621
Vienna-ACVR2A-2	ACVR2A	52	229	329
Vienna-ACVR2A-3	ACVR2A	33	331	183
Vienna-ACVR2B-1	ACVR2B	119	677	470
Vienna-ACVR2B-2	ACVR2B	120	713	580
Vienna-ACVR2B-3	ACVR2B	65	673	577
Vienna-ACVRL1-1	ACVRL1	13	4	7
Vienna-ACVRL1-2	ACVRL1	120	1698	1052
Vienna-ACVRL1-3	ACVRL1	132	930	1048
Vienna-ACY1-1	ACY1	86	769	558
Vienna-ACY1-2	ACY1	99	505	404
Vienna-ACY1-3	ACY1	58	187	180
Vienna-ACY3-1	ACY3	97	416	359
Vienna-ACY3-2	ACY3	143	842	411
Vienna-ACY3-3	ACY3	27	105	78
Vienna-ACYP1-1	ACYP1	83	489	624
Vienna-ACYP1-2	ACYP1	54	416	485
Vienna-ACYP1-3	ACYP1	14	121	26
Vienna-ACYP2-1	ACYP2	11	36	0
Vienna-ACYP2-2	ACYP2	55	192	154
Vienna-ACYP2-3	ACYP2	45	619	488
Vienna-ADA-1	ADA	13	38	31
Vienna-ADA-2	ADA	81	594	335
Vienna-ADA-3	ADA	81	191	331
Vienna-ADAD1-1	ADAD1	66	170	188
Vienna-ADAD1-2	ADAD1	88	752	660
Vienna-ADAD1-3	ADAD1	53	501	379
Vienna-ADAD2-1	ADAD2	72	512	218
Vienna-ADAD2-2	ADAD2	92	776	906
Vienna-ADAD2-3	ADAD2	69	201	278
Vienna-ADAL-1	ADAL	101	191	307
Vienna-ADAL-2	ADAL	58	401	936
Vienna-ADAL-3	ADAL	87	344	535
Vienna-ADAM10-1	ADAM10	61	404	210
Vienna-ADAM10-2	ADAM10	95	272	120
Vienna-ADAM10-3	ADAM10	63	500	213
Vienna-ADAM11-1	ADAM11	147	227	69
Vienna-ADAM11-2	ADAM11	79	287	108
Vienna-ADAM11-3	ADAM11	70	646	527
Vienna-ADAM12-1	ADAM12	97	970	801
Vienna-ADAM12-2	ADAM12	75	760	706
Vienna-ADAM12-3	ADAM12	58	241	220
Vienna-ADAM15-1	ADAM15	122	758	510
Vienna-ADAM15-2	ADAM15	67	233	188
Vienna-ADAM15-3	ADAM15	94	556	570
Vienna-ADAM17-1	ADAM17	70	209	217
Vienna-ADAM17-2	ADAM17	34	369	424
Vienna-ADAM17-3	ADAM17	82	551	687
Vienna-ADAM18-1	ADAM18	86	663	312
Vienna-ADAM18-2	ADAM18	61	691	604
Vienna-ADAM18-3	ADAM18	64	657	591
Vienna-ADAM19-1	ADAM19	88	902	620
Vienna-ADAM19-2	ADAM19	91	1262	626
Vienna-ADAM19-3	ADAM19	59	595	481
Vienna-ADAM2-1	ADAM2	52	408	263
Vienna-ADAM2-2	ADAM2	43	507	390
Vienna-ADAM2-3	ADAM2	81	825	458
Vienna-ADAM20-1	ADAM20	84	296	530
Vienna-ADAM20-2	ADAM20	89	906	790
Vienna-ADAM20-3	ADAM20	91	796	765
Vienna-ADAM21-1	ADAM21	92	548	274
Vienna-ADAM21-2	ADAM21	77	355	324
Vienna-ADAM21-3	ADAM21	44	100	127
Vienna-ADAM22-1	ADAM22	96	549	293
Vienna-ADAM22-2	ADAM22	39	31	146
Vienna-ADAM22-3	ADAM22	119	1089	917
Vienna-ADAM23-1	ADAM23	105	424	604
Vienna-ADAM23-2	ADAM23	109	51	42
Vienna-ADAM23-3	ADAM23	83	708	629
Vienna-ADAM28-1	ADAM28	63	434	339
Vienna-ADAM28-2	ADAM28	41	203	178
Vienna-ADAM28-3	ADAM28	77	524	431
Vienna-ADAM29-1	ADAM29	52	368	320
Vienna-ADAM29-2	ADAM29	117	816	796
Vienna-ADAM29-3	ADAM29	57	78	212
Vienna-ADAM30-1	ADAM30	64	618	243
Vienna-ADAM30-2	ADAM30	59	410	223
Vienna-ADAM30-3	ADAM30	112	773	876
Vienna-ADAM32-1	ADAM32	106	375	168
Vienna-ADAM32-2	ADAM32	76	170	245
Vienna-ADAM32-3	ADAM32	40	137	105
Vienna-ADAM33-1	ADAM33	61	286	337
Vienna-ADAM33-2	ADAM33	139	1285	980
Vienna-ADAM33-3	ADAM33	100	908	744
Vienna-ADAM7-1	ADAM7	92	339	382
Vienna-ADAM7-2	ADAM7	58	650	481
Vienna-ADAM7-3	ADAM7	92	1031	548
Vienna-ADAM8-1	ADAM8	108	231	118
Vienna-ADAM8-2	ADAM8	136	1206	1404
Vienna-ADAM8-3	ADAM8	71	444	275
Vienna-ADAM9-1	ADAM9	62	409	299
Vienna-ADAM9-2	ADAM9	54	695	429
Vienna-ADAM9-3	ADAM9	50	475	241
Vienna-ADAMDEC1-1	ADAMDEC1	89	1020	540
Vienna-ADAMDEC1-2	ADAMDEC1	70	382	265
Vienna-ADAMDEC1-3	ADAMDEC1	55	281	381
Vienna-ADAMTS1-1	ADAMTS1	122	1059	691
Vienna-ADAMTS1-2	ADAMTS1	64	515	226
Vienna-ADAMTS1-3	ADAMTS1	133	278	278
Vienna-ADAMTS10-1	ADAMTS10	122	896	953
Vienna-ADAMTS10-2	ADAMTS10	58	368	318
Vienna-ADAMTS10-3	ADAMTS10	90	362	664
Vienna-ADAMTS12-1	ADAMTS12	84	507	345
Vienna-ADAMTS12-2	ADAMTS12	99	1540	922
Vienna-ADAMTS12-3	ADAMTS12	100	85	61
Vienna-ADAMTS13-1	ADAMTS13	210	1794	1426
Vienna-ADAMTS13-2	ADAMTS13	90	569	495
Vienna-ADAMTS13-3	ADAMTS13	102	561	450
Vienna-ADAMTS14-1	ADAMTS14	63	634	320
Vienna-ADAMTS14-2	ADAMTS14	70	1	0
Vienna-ADAMTS14-3	ADAMTS14	38	190	116
Vienna-ADAMTS15-1	ADAMTS15	121	1321	952
Vienna-ADAMTS15-2	ADAMTS15	91	1051	876
Vienna-ADAMTS15-3	ADAMTS15	71	717	540
Vienna-ADAMTS16-1	ADAMTS16	77	536	514
Vienna-ADAMTS16-2	ADAMTS16	115	1033	476
Vienna-ADAMTS16-3	ADAMTS16	59	312	573
Vienna-ADAMTS17-1	ADAMTS17	70	616	359
Vienna-ADAMTS17-2	ADAMTS17	86	254	137
Vienna-ADAMTS17-3	ADAMTS17	81	541	505
Vienna-ADAMTS18-1	ADAMTS18	66	198	155
Vienna-ADAMTS18-2	ADAMTS18	73	545	336
Vienna-ADAMTS18-3	ADAMTS18	19	56	20
Vienna-ADAMTS19-1	ADAMTS19	142	558	212
Vienna-ADAMTS19-2	ADAMTS19	101	749	561
Vienna-ADAMTS19-3	ADAMTS19	69	356	227
Vienna-ADAMTS2-1	ADAMTS2	113	459	497
Vienna-ADAMTS2-2	ADAMTS2	136	1420	793
Vienna-ADAMTS2-3	ADAMTS2	81	819	383
Vienna-ADAMTS20-1	ADAMTS20	57	614	359
Vienna-ADAMTS20-2	ADAMTS20	58	546	246
Vienna-ADAMTS20-3	ADAMTS20	132	1026	866
Vienna-ADAMTS3-1	ADAMTS3	66	366	244
Vienna-ADAMTS3-2	ADAMTS3	68	264	285
Vienna-ADAMTS3-3	ADAMTS3	67	463	354
Vienna-ADAMTS4-1	ADAMTS4	44	272	437
Vienna-ADAMTS4-2	ADAMTS4	74	744	815
Vienna-ADAMTS4-3	ADAMTS4	76	567	396
Vienna-ADAMTS5-1	ADAMTS5	87	421	246
Vienna-ADAMTS5-2	ADAMTS5	92	970	675
Vienna-ADAMTS5-3	ADAMTS5	108	447	421
Vienna-ADAMTS6-1	ADAMTS6	100	806	558
Vienna-ADAMTS6-2	ADAMTS6	59	677	772
Vienna-ADAMTS6-3	ADAMTS6	69	333	185
Vienna-ADAMTS7-1	ADAMTS7	120	92	140
Vienna-ADAMTS7-2	ADAMTS7	77	400	418
Vienna-ADAMTS7-3	ADAMTS7	50	80	134
Vienna-ADAMTS8-1	ADAMTS8	103	743	755
Vienna-ADAMTS8-2	ADAMTS8	58	275	353
Vienna-ADAMTS8-3	ADAMTS8	89	1014	551
Vienna-ADAMTS9-1	ADAMTS9	106	517	320
Vienna-ADAMTS9-2	ADAMTS9	42	167	247
Vienna-ADAMTS9-3	ADAMTS9	77	588	441
Vienna-ADAMTSL1-1	ADAMTSL1	101	1346	944
Vienna-ADAMTSL1-2	ADAMTSL1	105	7	0
Vienna-ADAMTSL1-3	ADAMTSL1	46	520	406
Vienna-ADAMTSL2-1	ADAMTSL2	68	523	491
Vienna-ADAMTSL2-2	ADAMTSL2	90	507	304
Vienna-ADAMTSL2-3	ADAMTSL2	54	367	346
Vienna-ADAMTSL3-1	ADAMTSL3	55	459	313
Vienna-ADAMTSL3-2	ADAMTSL3	116	2025	1789
Vienna-ADAMTSL3-3	ADAMTSL3	99	1236	1057
Vienna-ADAMTSL4-1	ADAMTSL4	93	566	161
Vienna-ADAMTSL4-2	ADAMTSL4	94	827	708
Vienna-ADAMTSL4-3	ADAMTSL4	54	108	127
Vienna-ADAMTSL5-1	ADAMTSL5	78	278	335
Vienna-ADAMTSL5-2	ADAMTSL5	68	856	148
Vienna-ADAMTSL5-3	ADAMTSL5	83	458	371
Vienna-ADAP1-1	ADAP1	122	42	42
Vienna-ADAP1-2	ADAP1	67	277	143
Vienna-ADAP1-3	ADAP1	88	826	793
Vienna-ADAP2-1	ADAP2	67	615	465
Vienna-ADAP2-2	ADAP2	75	363	147
Vienna-ADAP2-3	ADAP2	176	822	509
Vienna-ADAR-1	ADAR	89	2	0
Vienna-ADAR-2	ADAR	123	26	11
Vienna-ADAR-3	ADAR	103	61	3
Vienna-ADARB1-1	ADARB1	35	173	203
Vienna-ADARB1-2	ADARB1	70	265	186
Vienna-ADARB1-3	ADARB1	21	63	226
Vienna-ADARB2-1	ADARB2	142	1292	1043
Vienna-ADARB2-2	ADARB2	55	371	257
Vienna-ADARB2-3	ADARB2	93	424	488
Vienna-ADAT1-1	ADAT1	103	723	586
Vienna-ADAT1-2	ADAT1	56	606	532
Vienna-ADAT1-3	ADAT1	65	275	447
Vienna-ADAT2-1	ADAT2	76	0	20
Vienna-ADAT2-2	ADAT2	88	0	0
Vienna-ADAT2-3	ADAT2	49	0	0
Vienna-ADAT3-1	ADAT3	102	30	13
Vienna-ADAT3-2	ADAT3	141	6	1
Vienna-ADAT3-3	ADAT3	115	16	11
Vienna-ADCK1-1	ADCK1	120	627	512
Vienna-ADCK1-2	ADCK1	101	1135	969
Vienna-ADCK1-3	ADCK1	94	790	1266
Vienna-ADCK2-1	ADCK2	96	777	545
Vienna-ADCK2-2	ADCK2	100	196	231
Vienna-ADCK2-3	ADCK2	69	726	582
Vienna-ADCK3-1	ADCK3	85	413	430
Vienna-ADCK3-2	ADCK3	268	2405	1777
Vienna-ADCK3-3	ADCK3	49	847	459
Vienna-ADCK4-1	ADCK4	62	387	437
Vienna-ADCK4-2	ADCK4	116	602	427
Vienna-ADCK4-3	ADCK4	59	94	145
Vienna-ADCK5-1	ADCK5	141	1383	1201
Vienna-ADCK5-2	ADCK5	70	186	164
Vienna-ADCK5-3	ADCK5	138	494	517
Vienna-ADCY1-1	ADCY1	107	768	484
Vienna-ADCY1-2	ADCY1	67	618	771
Vienna-ADCY1-3	ADCY1	143	1045	755
Vienna-ADCY10-1	ADCY10	8	47	9
Vienna-ADCY10-2	ADCY10	78	361	267
Vienna-ADCY10-3	ADCY10	59	519	508
Vienna-ADCY2-1	ADCY2	60	896	352
Vienna-ADCY2-2	ADCY2	134	1007	896
Vienna-ADCY2-3	ADCY2	109	1333	1056
Vienna-ADCY3-1	ADCY3	36	124	132
Vienna-ADCY3-2	ADCY3	52	259	258
Vienna-ADCY3-3	ADCY3	72	428	520
Vienna-ADCY4-1	ADCY4	100	823	837
Vienna-ADCY4-2	ADCY4	58	237	332
Vienna-ADCY4-3	ADCY4	139	749	702
Vienna-ADCY5-1	ADCY5	76	170	184
Vienna-ADCY5-2	ADCY5	60	411	532
Vienna-ADCY5-3	ADCY5	142	53	87
Vienna-ADCY6-1	ADCY6	77	243	202
Vienna-ADCY6-2	ADCY6	134	1173	881
Vienna-ADCY6-3	ADCY6	95	31	3
Vienna-ADCY7-1	ADCY7	139	515	249
Vienna-ADCY7-2	ADCY7	69	669	236
Vienna-ADCY7-3	ADCY7	87	273	125
Vienna-ADCY8-1	ADCY8	60	675	380
Vienna-ADCY8-2	ADCY8	120	548	441
Vienna-ADCY8-3	ADCY8	68	184	161
Vienna-ADCY9-1	ADCY9	96	410	698
Vienna-ADCY9-2	ADCY9	52	306	335
Vienna-ADCY9-3	ADCY9	40	411	253
Vienna-ADCYAP1-1	ADCYAP1	83	855	824
Vienna-ADCYAP1-2	ADCYAP1	48	130	161
Vienna-ADCYAP1-3	ADCYAP1	168	1326	1498
Vienna-ADCYAP1R1-1	ADCYAP1R1	52	393	199
Vienna-ADCYAP1R1-2	ADCYAP1R1	77	268	293
Vienna-ADCYAP1R1-3	ADCYAP1R1	74	399	269
Vienna-ADD1-1	ADD1	59	559	212
Vienna-ADD1-2	ADD1	60	755	455
Vienna-ADD1-3	ADD1	64	917	1210
Vienna-ADD2-1	ADD2	36	300	144
Vienna-ADD2-2	ADD2	31	265	123
Vienna-ADD2-3	ADD2	85	473	284
Vienna-ADD3-1	ADD3	82	330	319
Vienna-ADD3-2	ADD3	34	99	49
Vienna-ADD3-3	ADD3	69	499	472
Vienna-ADGB-1	ADGB	33	80	104
Vienna-ADGB-2	ADGB	99	36	63
Vienna-ADGB-3	ADGB	68	658	348
Vienna-ADGRA1-1	ADGRA1	55	692	316
Vienna-ADGRA1-2	ADGRA1	105	567	398
Vienna-ADGRA1-3	ADGRA1	75	507	519
Vienna-ADGRA2-1	ADGRA2	58	168	215
Vienna-ADGRA2-2	ADGRA2	76	165	145
Vienna-ADGRA2-3	ADGRA2	80	519	398
Vienna-ADGRA3-1	ADGRA3	124	1094	908
Vienna-ADGRA3-2	ADGRA3	75	312	289
Vienna-ADGRA3-3	ADGRA3	98	963	666
Vienna-ADGRB1-1	ADGRB1	71	452	388
Vienna-ADGRB1-2	ADGRB1	92	397	430
Vienna-ADGRB1-3	ADGRB1	135	1696	1154
Vienna-ADGRB2-1	ADGRB2	105	308	321
Vienna-ADGRB2-2	ADGRB2	71	468	343
Vienna-ADGRB2-3	ADGRB2	61	106	150
Vienna-ADGRB3-1	ADGRB3	76	201	339
Vienna-ADGRB3-2	ADGRB3	56	391	284
Vienna-ADGRB3-3	ADGRB3	96	277	357
Vienna-ADGRD1-1	ADGRD1	107	941	732
Vienna-ADGRD1-2	ADGRD1	52	458	220
Vienna-ADGRD1-3	ADGRD1	73	176	310
Vienna-ADGRE1-1	ADGRE1	74	236	261
Vienna-ADGRE1-2	ADGRE1	56	93	140
Vienna-ADGRE1-3	ADGRE1	66	498	320
Vienna-ADGRE2-1	ADGRE2	84	225	254
Vienna-ADGRE2-2	ADGRE2	82	316	349
Vienna-ADGRE2-3	ADGRE2	89	643	323
Vienna-ADGRE3-1	ADGRE3	33	126	230
Vienna-ADGRE3-2	ADGRE3	61	96	218
Vienna-ADGRE3-3	ADGRE3	87	810	588
Vienna-ADGRE5-1	ADGRE5	85	156	139
Vienna-ADGRE5-2	ADGRE5	60	161	223
Vienna-ADGRE5-3	ADGRE5	113	643	888
Vienna-ADGRF1-1	ADGRF1	71	255	195
Vienna-ADGRF1-2	ADGRF1	102	335	472
Vienna-ADGRF1-3	ADGRF1	89	476	490
Vienna-ADGRF2-1	ADGRF2	53	209	265
Vienna-ADGRF2-2	ADGRF2	44	357	165
Vienna-ADGRF2-3	ADGRF2	66	238	417
Vienna-ADGRF3-1	ADGRF3	127	601	580
Vienna-ADGRF3-2	ADGRF3	95	517	527
Vienna-ADGRF3-3	ADGRF3	38	321	194
Vienna-ADGRF4-1	ADGRF4	65	407	225
Vienna-ADGRF4-2	ADGRF4	85	821	608
Vienna-ADGRF4-3	ADGRF4	71	403	365
Vienna-ADGRF5-1	ADGRF5	39	143	105
Vienna-ADGRF5-2	ADGRF5	95	743	565
Vienna-ADGRF5-3	ADGRF5	63	190	5
Vienna-ADGRG1-1	ADGRG1	60	157	203
Vienna-ADGRG1-2	ADGRG1	89	498	563
Vienna-ADGRG1-3	ADGRG1	108	497	462
Vienna-ADGRG2-1	ADGRG2	67	599	583
Vienna-ADGRG2-2	ADGRG2	116	1449	864
Vienna-ADGRG2-3	ADGRG2	68	338	392
Vienna-ADGRG3-1	ADGRG3	112	222	369
Vienna-ADGRG3-2	ADGRG3	87	313	344
Vienna-ADGRG3-3	ADGRG3	133	665	426
Vienna-ADGRG4-1	ADGRG4	50	334	300
Vienna-ADGRG4-2	ADGRG4	53	250	209
Vienna-ADGRG4-3	ADGRG4	51	158	161
Vienna-ADGRG5-1	ADGRG5	137	266	582
Vienna-ADGRG5-2	ADGRG5	4	47	13
Vienna-ADGRG5-3	ADGRG5	122	806	536
Vienna-ADGRG6-1	ADGRG6	90	67	151
Vienna-ADGRG6-2	ADGRG6	83	712	425
Vienna-ADGRG6-3	ADGRG6	74	270	197
Vienna-ADGRG7-1	ADGRG7	80	476	659
Vienna-ADGRG7-2	ADGRG7	90	681	435
Vienna-ADGRG7-3	ADGRG7	61	519	244
Vienna-ADGRL1-1	ADGRL1	70	562	530
Vienna-ADGRL1-2	ADGRL1	47	226	210
Vienna-ADGRL1-3	ADGRL1	99	1209	401
Vienna-ADGRL2-1	ADGRL2	56	65	22
Vienna-ADGRL2-2	ADGRL2	53	649	505
Vienna-ADGRL2-3	ADGRL2	56	425	232
Vienna-ADGRL3-1	ADGRL3	69	707	274
Vienna-ADGRL3-2	ADGRL3	85	595	413
Vienna-ADGRL3-3	ADGRL3	93	452	384
Vienna-ADGRL4-1	ADGRL4	72	594	307
Vienna-ADGRL4-2	ADGRL4	59	181	92
Vienna-ADGRL4-3	ADGRL4	97	453	337
Vienna-ADGRV1-1	ADGRV1	35	706	320
Vienna-ADGRV1-2	ADGRV1	44	262	305
Vienna-ADGRV1-3	ADGRV1	72	235	355
Vienna-ADH1A-1	ADH1A	53	218	354
Vienna-ADH1A-2	ADH1A	71	236	258
Vienna-ADH1A-3	ADH1A	51	333	207
Vienna-ADH1B-1	ADH1B	180	1497	1467
Vienna-ADH1B-2	ADH1B	181	1518	1469
Vienna-ADH1B-3	ADH1B	67	626	451
Vienna-ADH1C-1	ADH1C	57	316	222
Vienna-ADH1C-2	ADH1C	97	621	744
Vienna-ADH1C-3	ADH1C	88	781	519
Vienna-ADH4-1	ADH4	39	147	184
Vienna-ADH4-2	ADH4	65	438	611
Vienna-ADH4-3	ADH4	29	71	138
Vienna-ADH5-1	ADH5	55	593	225
Vienna-ADH5-2	ADH5	32	65	284
Vienna-ADH5-3	ADH5	61	447	228
Vienna-ADH6-1	ADH6	107	1791	516
Vienna-ADH6-2	ADH6	51	760	426
Vienna-ADH6-3	ADH6	54	481	795
Vienna-ADH7-1	ADH7	101	904	743
Vienna-ADH7-2	ADH7	77	665	527
Vienna-ADH7-3	ADH7	80	423	558
Vienna-ADHFE1-1	ADHFE1	62	426	395
Vienna-ADHFE1-2	ADHFE1	66	421	194
Vienna-ADHFE1-3	ADHFE1	64	240	274
Vienna-ADI1-1	ADI1	85	265	336
Vienna-ADI1-2	ADI1	96	602	464
Vienna-ADI1-3	ADI1	94	608	503
Vienna-ADIG-1	ADIG	58	344	231
Vienna-ADIG-2	ADIG	95	699	542
Vienna-ADIG-3	ADIG	78	679	439
Vienna-ADIPOQ-1	ADIPOQ	71	502	542
Vienna-ADIPOQ-2	ADIPOQ	102	584	379
Vienna-ADIPOQ-3	ADIPOQ	47	342	130
Vienna-ADIPOR1-1	ADIPOR1	60	362	421
Vienna-ADIPOR1-2	ADIPOR1	117	248	388
Vienna-ADIPOR1-3	ADIPOR1	68	312	231
Vienna-ADIPOR2-1	ADIPOR2	71	361	278
Vienna-ADIPOR2-2	ADIPOR2	71	230	642
Vienna-ADIPOR2-3	ADIPOR2	54	193	218
Vienna-ADIRF-1	ADIRF	36	275	481
Vienna-ADIRF-2	ADIRF	85	341	186
Vienna-ADIRF-3	ADIRF	55	381	248
Vienna-ADK-1	ADK	68	317	230
Vienna-ADK-2	ADK	96	852	649
Vienna-ADK-3	ADK	52	373	335
Vienna-ADM-1	ADM	61	0	0
Vienna-ADM-2	ADM	83	510	432
Vienna-ADM-3	ADM	153	1495	931
